,,,Course Evaluations 2014-2016,,,,,,,
11/24/2014,4,3,To be able to perform the necessary integration with TIBCO,Yes,All are relevant,"The Lab could be more effective, if we could copy some of the mapping contents, instead of manually typing it.",4,4,Good,APJ
11/28/2014,4,4,Get to know the things that the admin need to do after we develop a code for deployment.,Too cold.,Setting up Global Variables,"Maintainance that are done by Admin, because my role is just for developer",4,4,He is fine,APJ
11/28/2014,4,4,Basic Administration of BW,"Yes, except that the board and projection screen are opposite each other, need to keep turning front and back","Managing, Monitoring Deployments",None,4,4,Good and knowledgeable,APJ
12/1/2014,5,5,Learn the basis skills for implement the architecture of Complex Event Processing Solutions.,"Yes, it was.","Cache Agent, Design basis, Event Pattern Recognition, Integration, performance.",Dashboard Agent.,5,5,"It's a very professional instructor, with several experience.",AMER
12/1/2014,5,5,"VERY INTERESTING , ESPECIALLY THE SUBJECT OF PATTERN",YES,PATTERN,-,5,5,"AN INSTRUCTOR WITH EXTENSIVE EXPERIENCE , SAYS LIVE WELL WITH EXAMPLES AND PRACTICAL ",AMER
12/1/2014,5,5,|,|,|,|,5,5,|,AMER
12/1/2014,5,5,Learning Architecting Event Processing,yes,"Inference Agent, Cache Agent, Pattern Recognition",no comments,5,5,Good knowledge,AMER
12/1/2014,4,4,     ,     ,     ,     ,5,5,Excelente,AMER
12/1/2014,5,5,"El curso cumplio con mis expectativas 
",El ambiente del salon es el adecuado,Todos los temas me parecen muy utiles,Todos los temas son utiles,5,5,El instructor cuenta con todos los conocimientos necesarios para impartir el curso ,AMER
12/1/2014,5,5,"Excelente
",El ambiente del salon es el adecuado,Todos los temas me parecen muy utiles,Todos los temas son utiles,5,5,El instructor cuenta con todos los conocimientos necesarios para impartir el curso ,AMER
12/1/2014,5,5,aprendizzaje,buen ambiente en el grupo de trabajo,todos los temas son de importancia para el curso,ninguno,5,5,buen aspecto y conocimiento,AMER
12/1/2014,5,4,"Learn how hawk can monitor TIBCO systems
Learn about hawk capabilites and how to use them","We had a minor issue with the webex access, but it was corrected after a few minutes.

The virtual machine used in lab has two problems:
- it was very slow and it was difficult to complete the exercises
- the scrren resolution could be finer (more information on the screen) to improve the experience. In the current resolution I needed to use the rollbar a lot of times.
","Hawk capabilites
Hawk configuration in general
Agent rules","EMS configuration
",5,5,"The instructor was very helpful. He always presented a detailed explanation using drawings, arrows, etc.

He speaks portuguese like a native speaker.",AMER
12/1/2014,4,4,Knowing the monitoring tool.,.,Unit 6 - Monitoring Tibco applications,nothing,5,5,Have a good knowledge and goog teaching.,AMER
12/1/2014,5,5,My expectations was to know about the application.,Yes.,All topics were helpful.,no.,5,5,It has high knowledge of the application.,AMER
12/4/2014,5,5,n/a,yes,routing,none,5,5,very knowledgeable,AMER
12/4/2014,5,5,Learn EMS and how to manage the EMS environment.,yes,all,None.,5,5,Very helpfull.,AMER
12/1/2014,5,5,Get knowledge to support the projects in my company,"Yes, but a little slow. The response of VM impact the learning","microagent, methods and alerts",introduction,5,5,excellent instructor,AMER
12/1/2014,5,5,Understanding basic concept of Complex Event Processing and TIBCO Business Event,Room is too cold,Basic CEP,Web Service,5,5,"Great instructor, able to explain step by step the basic concept of all the material",APJ
12/1/2014,4,4,"Understand how BE engine works
Understand how BE work together with BW and ActiveSpaces",Yes,Unit 10 Rule as Web Service,Events and Channel,5,5,Impressive,APJ
12/1/2014,5,5,I want to know about TIBCO product start from the business process to the technical part to increase my knowledge and the knowledge can be used to my project later. ,"Yes, the air conditioner working well. The light, logistics, tables, etc are working well too","I like all topics, but I very interest to learn about data management with state machine",nothing,5,5,The instructor is perfect because of I can see that he is very passionate when teaching somebody. He can train people with an interactive and &quot;easy to understand&quot; ways. There is also a summary for the training on the next day to refresh the training material. ,APJ
12/1/2014,4,4,Understand TIBCO Business Events solution.,Yes.,"Recap Notes and Summary from Instructor
Design Rules, Building Business Rules
Query Agents",Deploying to TIBCO Domain as this is covered in another course.,5,5,"Professional, passionate and effective instructor with strong technical knowledge. I appreciate instructor's efforts to provide information in a such structured way with good visual impression.",APJ
12/1/2014,5,4,I want to know more deeper about Tibco Business Event (the other products too) and understand the essential this product / technology in order to implementing the business solution in real case / project.,"Yes of course, it gives me so comfort and can concentration in order to understand what lecture explain.","Introduction about Tibco business event (the concept), business case for order track and trace, event and channel, concepts and scorecards, designing rules, configuring project for testing, implementing fraud detection, building business rules, data management with state machine","About Web Services, EPM",5,5,"The instructor explains so clearly and makes me understand about Business Event. And also, still patient to answer our confussion, give variation examples and always preview what the topic has already taught before.",APJ
12/1/2014,4,4,I am new to TIBCO so my expectation is not high which is to just get myself familiarized with TIBCO.,The classroom environment in the 3rd day is OK while the first two days are not OK because the room was too small. One suggestion to improve the course is to give the softcopy of training material. The hardcopy material is simply just not convenient.,Rule Inferencing and Agenda,All topics are helpful to me,5,3,"The instructor demonstrated the mastery of the course material in terms of technical knowledge. For the explanation, sometimes the instructor explains clearly and effectively and sometimes don't. The instructor was not helpful in that some questions from participants were left unanswered or in other words I get the impression the instructor simply &amp;quot;ignore&amp;quot; the questions. The instructor should always try to answer all questions in the best possible way. If he doesn't know the answer yet, ask for more time to check and get back again to us later. If the answer takes time to explain, then give the possibility to answer it offline (during break, via email, etc). ",APJ
12/1/2014,4,4,To have exposure on TibCo Business Event,"Yes,it is supportive.",State Model and Introductory of the whole concept of BE Components.,BQL,4,5,Very Good in Explaining and Giving samples.,APJ
12/1/2014,4,5,I can develop and implement TIBCO BE,Yes,Basic fundamemtal of TIBCO,all is helpful,4,4,Excellent!,APJ
12/3/2014,5,5,To get a basic understanding of Hawk,yes,alerting,none,5,5,very knowledgeable,AMER
12/3/2014,5,5,Determine capabilities of Hawk,Yes,Alerting,NA,5,5,"Well preparedd, knowledgable, and good presentation",AMER
12/3/2014,4,3,To support in my job,yes,the couurse should have more time to cover the labs,NA,3,4,The course should have designed for 2 days instad 1 day,AMER
12/3/2014,5,5,"Learn Hawk's capability for monitoring, alertin, and automation",Yes.,Creating rules.,None.,5,5,Very helpful.,AMER
12/1/2014,5,5,"The expectations:
1. Need to know how to handle event and rule in BE
2. Implementation with BE
3. Want to know how is BE Works",Yes,Implementing Fraud Detection,NA,5,5,He is good in term to explain about the BE ,APJ
12/1/2014,4,5,learn BE and how it can use in the upcoming project,YES,The instruction clearly stated the relationship among the TIBCO products and presented how each other correlates. I find the TIBCO products to be more challenging now.,N/A,5,5,Knows the subject very well. I'm impressed with his knowledge.,APJ
12/1/2014,5,5,learn about Business Events development,yes,pattern matching,no one,5,5,very good,EMEA
12/1/2014,5,5,To acquire general knowledge about the BE.,"Yes, it was.",Introduction to all elements used in BE and information and practicing about additional (optional) tools for BE.,none of them ;),5,5,"Open-minded, open to help, very communicative.",EMEA
12/2/2014,5,4,To have an understanding on the TIBCO ActiveMatrix and AMX vs BW implementation,Not applicable (online classroom),Mediations,-,5,5,"Good, sound with TIBCO AMX knowledge + Java. Provided lots of examples.",APJ
12/4/2014,4,4,undertand the architecture of BE,too cold,Distributed Caching,Monitoring with Hawk,4,4,good,APJ
12/4/2014,4,4,to be able to deploy and do maintenance of BE codes,Yes.,Backing Store,Performance Test,4,3,He's a technically knowledgeable instructor,APJ
12/4/2014,5,4,"I want to know more about tibco administration (architecture, settings, and best practice)","The environment is good, but to see the glass board (use to write) because of i am sitting in front of the glass board. The wi-fi connection sometimes not working.",Cache Management,all topics was good,4,5,"Good presentation skills, A depth knowledge in tibco product especially in tibco administration. ",APJ
12/4/2014,4,4,Getting to know about TIBCO,Yes,Cache Management,All topics are helpful,4,5,The instructor demonstrated good technical knowledge and is able to explain clearly and effectively the course material.,APJ
12/4/2014,4,3,"I can start to create domain,set up for deployment BE ",yes,how to create domain and deploy ear file,BE-MM,3,2,too fast,APJ
12/4/2014,5,5,"To know and have basic knowledge, skill about administration for TIBCO Business Event",Yes.,"Testing, deploying a Tibco Domain, Cache Management, Distributed Caching, Backing Store Configuration","BE-MM, Tibco Hawk integrate with BE-MM",5,5,"The instructor is good, patient and give various sample for explain what the content in the slide",APJ
12/4/2014,4,4,learn how to administer BE and perform monitor and maintenance as well.,yes,"Caching, threading",N/A,4,4,knowledgeable in the BE products,APJ
12/4/2014,5,5,Need to know about the BE Administration - including the deployment and server management,yes,Cache with backing store,BEMM,5,4,Ramraj is able to articulate the context of the BE administration,APJ
12/4/2014,4,4,Understand TIBCO Administration part for Business Events.,Yes. ,"Cache, Backing Store.

Feedback for lab material/content/instructor to provide example of cases on common performance issue and tips/highlight actions to catch. Provide comparison with BEMM/Hawk in addition to Java Visual VM if feasible for Performance Monitoring. Suggest to provide demo if not lab/hands-on.",Configure Project for Testing / already covered in BE401,5,4,"Professional and patient instructor. Spend time and effort to explain topics which should be covered in other courses.

",APJ
12/1/2014,5,5,"Learn how to:
- deploy application
- create TIBCO BW environment
- setup TIBCO monitoring
- manage TIBCO application",Yes,Hawk monitoring,None.,5,5,Very helpful,AMER
12/4/2014,4,4,to get a general view about the product,yes,all topics,none,5,5,Like always great,EMEA
12/1/2014,4,4,Refresher course for newer software version,Great environment,Understanding WSIL and WSDL,Fundamentals of creating process definition a bit redundant giving my background with the product.,5,5,"Excellent teacher, shared lots of real world experience.  Hope to cross his path in another class someday.",AMER
